resourceID,eventDate,scientificName,Feeding,Latitude,Longitude,Area,County,State,institutionID
602201691,1982-02-28,LarusArgentatus,Frog,32.92930,-115.74760,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,1995-02-11,LarusArgentatus,Frog,32.92930,-115.74760,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2004-01-16,LarusArgentatus,Frog,32.92930,-115.74760,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,1999-03-13,LarusArgentatus,Frog,32.92930,-115.74760,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2004-01-10,LarusArgentatus,Frog,32.92930,-115.74760,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2009-10-16,LarusArgentatus,Frog,33.35081,-115.73839,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,1982-03-28,LarusArgentatus,Frog,33.35081,-115.73839,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2000-01-26,LarusArgentatus,Frog,33.35081,-115.73839,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2012-01-28,LarusArgentatus,Frog,33.35081,-115.73839,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2000-01-26,LarusArgentatus,Frog,33.35081,-115.73839,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2011-01-23,LarusArgentatus,Frog,33.35081,-115.73839,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2011-01-23,LarusArgentatus,Frog,33.35081,-115.73839,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2008-12-30,LarusArgentatus,Frog,33.35081,-115.73839,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2011-01-23,LarusArgentatus,Frog,33.35081,-115.73839,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2006-12-18,LarusArgentatus,Frog,33.35081,-115.73839,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2009-03-21,LarusArgentatus,Frog,33.35081,-115.73839,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2014-02-20,LarusArgentatus,Frog,33.07227,-115.73801,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-12-27,LarusArgentatus,Frog,33.07198,-115.73625,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2008-03-28,LarusArgentatus,Frog,33.09936,-115.73550,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2013-01-05,LarusArgentatus,Frog,33.34585,-115.73290,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2013-01-05,LarusArgentatus,Frog,33.34585,-115.73290,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2012-01-03,LarusArgentatus,Frog,33.34742,-115.72949,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2015-03-01,LarusArgentatus,Frog,33.34742,-115.72949,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2014-02-21,LarusArgentatus,Frog,33.34742,-115.72949,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2014-03-13,LarusArgentatus,Frog,33.34742,-115.72949,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2014-11-08,LarusArgentatus,Frog,33.34742,-115.72949,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2014-10-27,LarusArgentatus,Frog,33.34742,-115.72949,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2004-01-31,LarusArgentatus,Frog,33.09351,-115.72726,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2002-12-04,LarusArgentatus,Frog,33.19855,-115.72200,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,1995-11-22,LarusArgentatus,Frog,33.09173,-115.71738,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-10-17,LarusArgentatus,Frog,33.13008,-115.71625,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2004-10-02,LarusArgentatus,Frog,33.22146,-115.71419,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-02-01,LarusArgentatus,Frog,33.22146,-115.71419,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2006-11-22,LarusArgentatus,Frog,33.08406,-115.71075,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2008-08-31,LarusArgentatus,Frog,33.08270,-115.70972,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2011-02-06,LarusArgentatus,Frog,33.08270,-115.70972,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-11-16,LarusArgentatus,Frog,33.08270,-115.70972,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-11-16,LarusArgentatus,Frog,33.08270,-115.70972,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-11-16,LarusArgentatus,Frog,33.08270,-115.70972,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-11-13,LarusArgentatus,Frog,33.08270,-115.70972,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-11-16,LarusArgentatus,Frog,33.08270,-115.70972,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-11-30,LarusArgentatus,Frog,33.08270,-115.70972,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-12-24,LarusArgentatus,Frog,33.08270,-115.70972,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2014-12-15,LarusArgentatus,Frog,33.08270,-115.70972,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2014-01-05,LarusArgentatus,Frog,33.08270,-115.70972,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2015-01-31,LarusArgentatus,Frog,33.08270,-115.70972,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2012-01-28,LarusArgentatus,Frog,33.08270,-115.70972,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2012-02-09,LarusArgentatus,Frog,33.08270,-115.70972,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2012-01-25,LarusArgentatus,Frog,33.08270,-115.70972,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2014-02-19,LarusArgentatus,Frog,33.08270,-115.70972,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
